tourney_id,tourney_name,tourney_date,surface,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-0301,Auckland,20180108,Hard,105376,106058,6-3 6-3,3,R16,61.0,9.0,2.0,43.0,26.0,23.0,9.0,9.0,0.0,1.0,8.0,2.0,61.0,34.0,22.0,9.0,9.0,4.0,8.0,65.0,782.0,8.0,3165.0
2018-0301,Auckland,20180108,Hard,105223,111575,7-6(4) 6-3,3,QF,93.0,11.0,2.0,74.0,54.0,42.0,11.0,11.0,0.0,0.0,5.0,1.0,63.0,36.0,29.0,14.0,10.0,1.0,2.0,12.0,2595.0,48.0,1030.0
2018-0301,Auckland,20180108,Hard,103970,111202,6-3 6-2,3,QF,75.0,4.0,1.0,67.0,46.0,27.0,12.0,9.0,5.0,7.0,2.0,3.0,51.0,39.0,18.0,5.0,8.0,3.0,8.0,38.0,1270.0,62.0,832.0
2018-0301,Auckland,20180108,Hard,105138,106210,7-6(1) 6-2,3,QF,89.0,2.0,1.0,57.0,44.0,33.0,10.0,10.0,1.0,2.0,8.0,4.0,72.0,48.0,30.0,9.0,10.0,1.0,4.0,21.0,1855.0,64.0,815.0
2018-0301,Auckland,20180108,Hard,104898,105376,6-4 6-4,3,QF,84.0,4.0,3.0,80.0,38.0,24.0,23.0,10.0,8.0,10.0,7.0,5.0,65.0,34.0,25.0,13.0,10.0,2.0,6.0,43.0,1130.0,65.0,782.0
2018-0301,Auckland,20180108,Hard,105223,103970,6-4 6-4,3,SF,105.0,1.0,2.0,69.0,32.0,24.0,22.0,10.0,6.0,7.0,1.0,4.0,70.0,44.0,32.0,8.0,10.0,3.0,6.0,12.0,2595.0,38.0,1270.0
2018-0301,Auckland,20180108,Hard,105138,104898,6-7(7) 7-6(3) 7-6(5),3,SF,172.0,7.0,1.0,117.0,87.0,69.0,16.0,18.0,2.0,5.0,19.0,4.0,143.0,94.0,67.0,23.0,18.0,9.0,12.0,21.0,1855.0,43.0,1130.0
2018-0301,Auckland,20180108,Hard,105138,105223,6-1 4-6 7-5,3,F,127.0,7.0,4.0,85.0,55.0,42.0,15.0,15.0,2.0,4.0,9.0,1.0,79.0,49.0,33.0,17.0,14.0,1.0,5.0,21.0,1855.0,12.0,2595.0
2018-M001,Sydney,20180108,Hard,105357,200615,7-6(4) 6-0,3,R32,80.0,5.0,0.0,49.0,25.0,22.0,15.0,9.0,0.0,1.0,5.0,6.0,65.0,34.0,22.0,11.0,9.0,5.0,9.0,127.0,456.0,621.0,43.0
2018-M001,Sydney,20180108,Hard,105332,105379,1-6 7-6(5) 6-3,3,R32,104.0,12.0,5.0,93.0,53.0,46.0,14.0,13.0,7.0,10.0,11.0,0.0,87.0,59.0,46.0,14.0,15.0,4.0,7.0,42.0,1155.0,51.0,968.0
2018-M001,Sydney,20180108,Hard,104919,104999,7-5 6-3,3,R32,104.0,5.0,3.0,67.0,42.0,32.0,10.0,11.0,1.0,4.0,3.0,3.0,70.0,38.0,21.0,13.0,10.0,3.0,8.0,52.0,909.0,34.0,1302.0
2018-M001,Sydney,20180108,Hard,103852,126846,4-6 7-6(5) 6-3,3,R32,124.0,10.0,4.0,93.0,60.0,49.0,18.0,15.0,4.0,5.0,23.0,3.0,104.0,61.0,47.0,24.0,16.0,5.0,7.0,36.0,1295.0,462.0,77.0
2018-M001,Sydney,20180108,Hard,200282,104269,6-4 6-2,3,R32,76.0,3.0,3.0,59.0,38.0,29.0,10.0,9.0,6.0,7.0,3.0,4.0,45.0,27.0,16.0,9.0,9.0,2.0,6.0,167.0,323.0,40.0,1225.0
2018-M001,Sydney,20180108,Hard,106000,105526,6-1 6-4,3,R32,60.0,7.0,3.0,51.0,29.0,26.0,11.0,9.0,2.0,3.0,7.0,3.0,54.0,32.0,22.0,5.0,8.0,6.0,10.0,30.0,1391.0,53.0,898.0
2018-M001,Sydney,20180108,Hard,105173,105539,5-7 7-5 6-4,3,R32,140.0,8.0,7.0,94.0,53.0,42.0,26.0,17.0,1.0,3.0,11.0,2.0,101.0,60.0,45.0,19.0,17.0,4.0,7.0,28.0,1625.0,71.0,704.0
2018-M001,Sydney,20180108,Hard,105575,106109,5-7 7-5 6-4,3,R32,117.0,7.0,7.0,91.0,48.0,40.0,27.0,17.0,4.0,6.0,21.0,1.0,95.0,51.0,43.0,23.0,17.0,6.0,9.0,138.0,407.0,189.0,274.0
2018-M001,Sydney,20180108,Hard,105238,104678,6-3 6-7(6) 7-5,3,R32,140.0,13.0,9.0,121.0,58.0,44.0,30.0,17.0,9.0,13.0,13.0,7.0,95.0,53.0,38.0,16.0,16.0,3.0,9.0,37.0,1276.0,54.0,880.0
2018-M001,Sydney,20180108,Hard,106421,104259,6-2 6-3,3,R32,69.0,8.0,1.0,55.0,36.0,33.0,8.0,9.0,3.0,3.0,1.0,1.0,56.0,33.0,17.0,13.0,8.0,2.0,5.0,84.0,642.0,29.0,1440.0
2018-M001,Sydney,20180108,Hard,111577,104468,6-1 6-4,3,R32,67.0,3.0,5.0,45.0,27.0,20.0,10.0,8.0,2.0,3.0,2.0,3.0,58.0,32.0,20.0,8.0,9.0,9.0,14.0,55.0,878.0,57.0,860.0
2018-M001,Sydney,20180108,Hard,103893,111442,7-6(5) 6-4,3,R32,114.0,15.0,4.0,85.0,58.0,46.0,9.0,11.0,4.0,6.0,6.0,3.0,67.0,40.0,27.0,15.0,11.0,3.0,6.0,45.0,1095.0,99.0,566.0
2018-M001,Sydney,20180108,Hard,104180,105357,7-6(5) 6-4,3,R16,95.0,14.0,2.0,67.0,53.0,40.0,9.0,11.0,1.0,2.0,8.0,1.0,86.0,55.0,37.0,16.0,11.0,6.0,8.0,25.0,1695.0,127.0,456.0
2018-M001,Sydney,20180108,Hard,105332,104919,6-2 3-6 6-1,3,R16,73.0,7.0,2.0,58.0,34.0,28.0,18.0,12.0,2.0,3.0,5.0,2.0,64.0,44.0,30.0,9.0,12.0,0.0,4.0,42.0,1155.0,52.0,909.0
2018-M001,Sydney,20180108,Hard,103852,106043,6-3 7-6(1),3,R16,79.0,15.0,3.0,60.0,43.0,38.0,9.0,11.0,1.0,2.0,2.0,0.0,60.0,32.0,22.0,17.0,10.0,2.0,4.0,36.0,1295.0,26.0,1675.0
2018-M001,Sydney,20180108,Hard,200282,106000,6-2 3-0 RET,3,R16,49.0,4.0,1.0,33.0,21.0,15.0,8.0,5.0,1.0,1.0,1.0,2.0,42.0,25.0,15.0,4.0,6.0,5.0,9.0,167.0,323.0,30.0,1391.0
2018-M001,Sydney,20180108,Hard,105173,105575,6-2 6-1,3,R16,48.0,3.0,1.0,32.0,23.0,21.0,7.0,7.0,0.0,0.0,0.0,2.0,47.0,22.0,10.0,10.0,8.0,0.0,5.0,28.0,1625.0,138.0,407.0
2018-M001,Sydney,20180108,Hard,104926,105238,3-6 6-3 6-4,3,R16,117.0,4.0,3.0,91.0,56.0,41.0,19.0,14.0,1.0,2.0,10.0,4.0,93.0,51.0,38.0,20.0,14.0,2.0,4.0,27.0,1670.0,37.0,1276.0
2018-M001,Sydney,20180108,Hard,106421,111577,6-3 4-6 7-5,3,R16,125.0,6.0,1.0,78.0,49.0,41.0,19.0,15.0,2.0,3.0,3.0,2.0,104.0,67.0,43.0,23.0,16.0,7.0,10.0,84.0,642.0,55.0,878.0
2018-M001,Sydney,20180108,Hard,103893,105077,6-3 7-5,3,R16,123.0,10.0,3.0,71.0,42.0,38.0,12.0,11.0,2.0,2.0,6.0,3.0,89.0,52.0,32.0,21.0,10.0,12.0,14.0,45.0,1095.0,22.0,1845.0
2018-M001,Sydney,20180108,Hard,105332,104180,6-4 6-4,3,QF,72.0,17.0,3.0,54.0,34.0,30.0,11.0,10.0,0.0,0.0,5.0,3.0,63.0,37.0,30.0,10.0,10.0,3.0,5.0,42.0,1155.0,25.0,1695.0
2018-M001,Sydney,20180108,Hard,200282,103852,6-4 6-4,3,QF,85.0,5.0,3.0,63.0,40.0,30.0,12.0,10.0,1.0,2.0,6.0,0.0,64.0,41.0,29.0,10.0,10.0,2.0,5.0,167.0,323.0,36.0,1295.0
2018-M001,Sydney,20180108,Hard,104926,105173,6-7(4) 7-6(4) 6-2,3,QF,166.0,8.0,9.0,119.0,70.0,51.0,23.0,16.0,6.0,9.0,5.0,6.0,115.0,66.0,42.0,25.0,16.0,6.0,11.0,27.0,1670.0,28.0,1625.0
2018-M001,Sydney,20180108,Hard,106421,103893,6-3 6-3,3,QF,72.0,5.0,1.0,42.0,20.0,18.0,16.0,9.0,0.0,1.0,0.0,2.0,59.0,40.0,24.0,8.0,9.0,5.0,9.0,84.0,642.0,45.0,1095.0
2018-M001,Sydney,20180108,Hard,200282,105332,4-6 6-1 6-1,3,SF,109.0,3.0,3.0,95.0,62.0,45.0,16.0,12.0,7.0,8.0,6.0,5.0,74.0,34.0,27.0,13.0,12.0,3.0,8.0,167.0,323.0,42.0,1155.0
2018-M001,Sydney,20180108,Hard,106421,104926,2-6 6-4 6-1,3,SF,112.0,10.0,5.0,80.0,46.0,34.0,17.0,13.0,5.0,8.0,3.0,3.0,87.0,49.0,33.0,18.0,12.0,9.0,13.0,84.0,642.0,27.0,1670.0
2018-M001,Sydney,20180108,Hard,106421,200282,1-6 6-4 7-5,3,F,133.0,,,,,,,,,,,,,,,,,,,84.0,642.0,167.0,323.0
2018-580,Australian Open,20180115,Hard,104745,103607,6-1 6-1 6-1,5,R128,94.0,2.0,1.0,66.0,48.0,37.0,12.0,11.0,5.0,6.0,1.0,1.0,61.0,40.0,19.0,5.0,10.0,4.0,12.0,1.0,10600.0,79.0,677.0
2018-580,Australian Open,20180115,Hard,104919,111797,6-2 7-6(1) 6-3,5,R128,115.0,12.0,1.0,66.0,46.0,46.0,14.0,14.0,0.0,0.0,10.0,1.0,123.0,74.0,50.0,20.0,15.0,12.0,16.0,52.0,929.0,101.0,550.0
2018-580,Australian Open,20180115,Hard,105357,106432,7-5 6-4 6-1,5,R128,139.0,10.0,2.0,108.0,69.0,51.0,17.0,15.0,5.0,7.0,2.0,4.0,79.0,48.0,27.0,14.0,14.0,2.0,8.0,122.0,476.0,46.0,1036.0
2018-580,Australian Open,20180115,Hard,106000,103893,3-6 2-6 7-6(5) 6-2 6-4,5,R128,225.0,3.0,5.0,127.0,74.0,58.0,27.0,23.0,4.0,9.0,18.0,5.0,179.0,92.0,68.0,41.0,24.0,8.0,13.0,30.0,1391.0,44.0,1120.0
2018-580,Australian Open,20180115,Hard,106043,105583,2-6 6-3 5-7 6-4 11-9,5,R128,239.0,14.0,7.0,189.0,109.0,68.0,40.0,30.0,14.0,25.0,6.0,8.0,183.0,126.0,78.0,24.0,29.0,13.0,24.0,26.0,1675.0,75.0,687.0
2018-580,Australian Open,20180115,Hard,134770,111460,6-3 3-6 6-7(5) 7-5 11-9,5,R128,256.0,9.0,4.0,225.0,153.0,102.0,43.0,31.0,14.0,16.0,27.0,16.0,195.0,120.0,99.0,31.0,31.0,8.0,12.0,138.0,422.0,134.0,436.0
2018-580,Australian Open,20180115,Hard,105238,104890,7-6(3) 6-3 6-4,5,R128,124.0,11.0,4.0,88.0,46.0,36.0,19.0,15.0,4.0,8.0,11.0,7.0,112.0,63.0,40.0,17.0,16.0,9.0,16.0,37.0,1296.0,448.0,81.0
2018-580,Australian Open,20180115,Hard,105051,104545,6-4 3-6 6-3 6-3,5,R128,124.0,13.0,4.0,97.0,68.0,57.0,18.0,18.0,2.0,3.0,24.0,2.0,105.0,68.0,48.0,20.0,19.0,0.0,4.0,78.0,684.0,16.0,2265.0
2018-580,Australian Open,20180115,Hard,105807,106186,7-5 4-6 7-5 6-1,5,R128,211.0,10.0,4.0,122.0,81.0,58.0,17.0,20.0,4.0,9.0,6.0,11.0,153.0,91.0,59.0,22.0,21.0,11.0,20.0,11.0,2615.0,243.0,217.0
2018-580,Australian Open,20180115,Hard,104468,105657,7-5 6-4 6-3,5,R128,121.0,2.0,6.0,106.0,72.0,51.0,17.0,16.0,3.0,5.0,12.0,2.0,84.0,49.0,33.0,18.0,15.0,5.0,10.0,57.0,860.0,92.0,592.0
2018-580,Australian Open,20180115,Hard,104291,106099,6-7(2) 3-6 6-3 7-5 6-3,5,R128,242.0,9.0,6.0,162.0,85.0,61.0,37.0,26.0,9.0,17.0,9.0,6.0,176.0,96.0,63.0,33.0,25.0,14.0,24.0,100.0,560.0,210.0,254.0
2018-580,Australian Open,20180115,Hard,104180,105643,7-5 6-4 6-3,5,R128,149.0,15.0,2.0,88.0,59.0,46.0,20.0,16.0,3.0,3.0,4.0,3.0,111.0,74.0,49.0,17.0,15.0,8.0,11.0,28.0,1490.0,67.0,755.0
2018-580,Australian Open,20180115,Hard,104655,104022,7-6(7) 6-3 7-5,5,R128,143.0,12.0,2.0,108.0,68.0,47.0,27.0,17.0,1.0,4.0,9.0,1.0,103.0,63.0,39.0,21.0,16.0,3.0,8.0,34.0,1345.0,90.0,604.0
2018-580,Australian Open,20180115,Hard,105992,104534,6-3 5-7 3-6 7-5 6-2,5,R128,219.0,15.0,6.0,160.0,99.0,68.0,27.0,25.0,6.0,13.0,5.0,4.0,150.0,95.0,57.0,26.0,25.0,10.0,19.0,45.0,1115.0,95.0,585.0
2018-580,Australian Open,20180115,Hard,105311,104460,6-4 6-3 4-6 6-7(4) 6-1,5,R128,171.0,7.0,2.0,117.0,79.0,66.0,27.0,23.0,4.0,6.0,10.0,11.0,183.0,123.0,79.0,25.0,25.0,9.0,16.0,70.0,720.0,129.0,442.0
2018-580,Australian Open,20180115,Hard,105227,105577,6-2 6-2 4-6 7-6(5),5,R128,197.0,20.0,3.0,118.0,71.0,55.0,26.0,19.0,3.0,5.0,12.0,6.0,153.0,80.0,59.0,30.0,19.0,13.0,18.0,6.0,3805.0,105.0,541.0
2018-580,Australian Open,20180115,Hard,105777,110602,6-3 6-2 6-1,5,R128,98.0,7.0,5.0,69.0,38.0,33.0,18.0,12.0,2.0,2.0,3.0,2.0,83.0,49.0,26.0,13.0,12.0,8.0,14.0,3.0,4990.0,226.0,232.0
2018-580,Australian Open,20180115,Hard,111456,111200,6-4 6-3 4-6 6-1,5,R128,155.0,3.0,7.0,115.0,73.0,56.0,20.0,18.0,5.0,7.0,2.0,4.0,124.0,64.0,42.0,26.0,18.0,7.0,13.0,186.0,277.0,140.0,398.0
2018-580,Australian Open,20180115,Hard,104571,106026,7-6(4) 6-4 6-3,5,R128,129.0,12.0,1.0,86.0,51.0,36.0,20.0,15.0,3.0,6.0,0.0,1.0,104.0,75.0,41.0,16.0,16.0,3.0,9.0,123.0,474.0,119.0,487.0
2018-580,Australian Open,20180115,Hard,126094,103970,7-5 6-7(6) 6-2 6-7(6) 6-2,5,R128,230.0,13.0,15.0,179.0,96.0,68.0,34.0,26.0,9.0,17.0,3.0,10.0,165.0,102.0,56.0,28.0,26.0,8.0,21.0,32.0,1373.0,33.0,1360.0
2018-580,Australian Open,20180115,Hard,106401,104297,6-1 6-2 6-4,5,R128,87.0,16.0,1.0,79.0,58.0,44.0,13.0,13.0,2.0,2.0,3.0,3.0,70.0,49.0,30.0,8.0,12.0,2.0,7.0,17.0,2260.0,98.0,566.0
2018-580,Australian Open,20180115,Hard,104678,106109,6-7(2) 4-6 6-2 6-3 6-4,5,R128,169.0,22.0,5.0,151.0,107.0,81.0,20.0,25.0,7.0,10.0,12.0,5.0,141.0,83.0,61.0,28.0,24.0,6.0,12.0,65.0,800.0,188.0,274.0
2018-580,Australian Open,20180115,Hard,133430,126774,6-1 6-3 7-6(5),5,R128,116.0,9.0,6.0,81.0,46.0,38.0,24.0,14.0,1.0,2.0,6.0,6.0,91.0,46.0,30.0,23.0,14.0,3.0,8.0,50.0,986.0,82.0,655.0
2018-580,Australian Open,20180115,Hard,104542,110536,6-4 6-4 6-1,5,R128,121.0,5.0,4.0,86.0,51.0,41.0,18.0,13.0,5.0,5.0,6.0,6.0,107.0,71.0,45.0,13.0,14.0,10.0,15.0,15.0,2320.0,214.0,248.0
2018-580,Australian Open,20180115,Hard,106378,104731,6-7(4) 6-3 3-6 6-3 6-4,5,R128,239.0,11.0,5.0,170.0,108.0,84.0,31.0,25.0,9.0,11.0,35.0,2.0,139.0,93.0,77.0,22.0,24.0,7.0,11.0,49.0,992.0,12.0,2610.0
2018-580,Australian Open,20180115,Hard,104797,105732,6-2 6-1 5-7 7-6(3),5,R128,178.0,7.0,2.0,127.0,86.0,60.0,26.0,20.0,2.0,4.0,10.0,7.0,130.0,78.0,54.0,23.0,19.0,7.0,12.0,60.0,848.0,74.0,690.0
2018-580,Australian Open,20180115,Hard,105932,105589,6-3 6-4 2-6 6-3,5,R128,139.0,4.0,2.0,102.0,61.0,46.0,21.0,18.0,5.0,9.0,11.0,3.0,119.0,67.0,42.0,24.0,18.0,10.0,16.0,61.0,836.0,102.0,545.0
2018-580,Australian Open,20180115,Hard,105074,106298,6-4 6-4 6-7(4) 7-6(6),5,R128,191.0,11.0,2.0,166.0,108.0,73.0,38.0,22.0,12.0,14.0,14.0,6.0,137.0,85.0,61.0,29.0,22.0,4.0,8.0,117.0,488.0,18.0,2235.0
2018-580,Australian Open,20180115,Hard,106415,104259,6-3 2-6 6-0 1-6 6-2,5,R128,159.0,3.0,2.0,116.0,79.0,50.0,17.0,19.0,11.0,17.0,8.0,4.0,122.0,68.0,42.0,22.0,19.0,11.0,19.0,168.0,318.0,29.0,1415.0
2018-580,Australian Open,20180115,Hard,104312,144895,3-6 6-4 6-2 6-2,5,R128,153.0,2.0,2.0,121.0,68.0,48.0,24.0,18.0,6.0,11.0,5.0,5.0,101.0,62.0,35.0,17.0,17.0,7.0,15.0,76.0,686.0,155.0,361.0
2018-580,Australian Open,20180115,Hard,103333,111513,7-6(3) 6-3 7-6(2),5,R128,141.0,21.0,9.0,118.0,74.0,64.0,21.0,17.0,7.0,8.0,9.0,1.0,107.0,73.0,54.0,19.0,16.0,7.0,9.0,89.0,615.0,85.0,624.0
2018-580,Australian Open,20180115,Hard,105216,106058,6-1 7-6(4) 5-7 6-3,5,R128,153.0,14.0,4.0,121.0,71.0,53.0,30.0,21.0,7.0,12.0,6.0,7.0,112.0,69.0,47.0,17.0,19.0,2.0,9.0,41.0,1200.0,9.0,2960.0
2018-580,Australian Open,20180115,Hard,106233,105550,6-4 6-4 6-4,5,R128,136.0,15.0,5.0,111.0,69.0,54.0,21.0,15.0,6.0,6.0,3.0,1.0,90.0,55.0,39.0,20.0,15.0,5.0,8.0,5.0,4060.0,56.0,864.0
2018-580,Australian Open,20180115,Hard,106045,105449,6-7(5) 6-3 7-6(3) 6-2,5,R128,169.0,9.0,5.0,130.0,74.0,55.0,36.0,21.0,2.0,4.0,13.0,9.0,137.0,65.0,46.0,37.0,20.0,6.0,11.0,190.0,272.0,48.0,1010.0
2018-580,Australian Open,20180115,Hard,106210,106324,6-4 6-3 6-3,5,R128,108.0,15.0,2.0,86.0,62.0,46.0,17.0,14.0,5.0,5.0,1.0,0.0,85.0,59.0,37.0,16.0,14.0,2.0,6.0,64.0,815.0,225.0,236.0
2018-580,Australian Open,20180115,Hard,105173,126610,6-4 6-4 6-4,5,R128,107.0,1.0,2.0,78.0,47.0,40.0,21.0,15.0,1.0,1.0,12.0,2.0,79.0,48.0,37.0,17.0,15.0,1.0,4.0,27.0,1625.0,130.0,442.0
2018-580,Australian Open,20180115,Hard,104269,105138,6-1 7-5 7-5,5,R128,127.0,10.0,5.0,77.0,54.0,45.0,11.0,15.0,2.0,4.0,1.0,1.0,107.0,80.0,46.0,11.0,16.0,4.0,11.0,40.0,1225.0,21.0,2015.0
2018-580,Australian Open,20180115,Hard,109739,105649,6-0 6-3 6-4,5,R128,97.0,8.0,0.0,66.0,36.0,28.0,20.0,12.0,1.0,2.0,1.0,7.0,89.0,61.0,34.0,9.0,13.0,11.0,18.0,94.0,587.0,83.0,645.0
2018-580,Australian Open,20180115,Hard,105815,104871,6-4 7-6(2) 6-2,5,R128,105.0,12.0,1.0,89.0,69.0,56.0,11.0,15.0,2.0,2.0,6.0,4.0,86.0,54.0,42.0,13.0,15.0,2.0,5.0,97.0,583.0,84.0,640.0
2018-580,Australian Open,20180115,Hard,104527,105575,6-3 6-4 2-6 7-6(2),5,R128,167.0,15.0,5.0,134.0,67.0,48.0,36.0,20.0,5.0,9.0,11.0,1.0,116.0,72.0,50.0,27.0,19.0,8.0,12.0,8.0,3060.0,136.0,433.0
2018-580,Australian Open,20180115,Hard,104925,105385,6-1 6-2 6-4,5,R128,111.0,4.0,1.0,66.0,38.0,30.0,20.0,13.0,1.0,2.0,2.0,2.0,103.0,59.0,28.0,24.0,12.0,19.0,25.0,14.0,2335.0,63.0,816.0
2018-580,Australian Open,20180115,Hard,104792,144719,6-3 7-6(5) 6-4,5,R128,121.0,13.0,13.0,94.0,50.0,38.0,21.0,16.0,2.0,6.0,6.0,5.0,88.0,54.0,33.0,14.0,15.0,3.0,9.0,39.0,1265.0,187.0,275.0
2018-580,Australian Open,20180115,Hard,105065,200615,6-3 6-7(14) 6-3 6-3,5,R128,177.0,16.0,5.0,143.0,85.0,62.0,34.0,20.0,10.0,12.0,17.0,11.0,151.0,79.0,57.0,31.0,19.0,8.0,14.0,131.0,441.0,550.0,55.0
2018-580,Australian Open,20180115,Hard,105077,111577,6-2 6-3 6-4,5,R128,111.0,3.0,2.0,84.0,46.0,36.0,22.0,14.0,5.0,6.0,9.0,3.0,67.0,31.0,25.0,15.0,13.0,2.0,7.0,22.0,1845.0,54.0,878.0
2018-580,Australian Open,20180115,Hard,111202,104999,6-2 4-1 RET,5,R128,48.0,3.0,2.0,35.0,21.0,17.0,9.0,6.0,3.0,3.0,1.0,3.0,45.0,33.0,15.0,6.0,7.0,2.0,6.0,58.0,857.0,35.0,1302.0
2018-580,Australian Open,20180115,Hard,106421,106423,6-2 6-7(6) 7-6(8) 6-4,5,R128,209.0,11.0,7.0,142.0,98.0,78.0,22.0,21.0,8.0,9.0,6.0,9.0,142.0,85.0,59.0,31.0,21.0,3.0,7.0,53.0,884.0,216.0,245.0
2018-580,Australian Open,20180115,Hard,105376,105062,6-3 6-3 6-1,5,R128,104.0,6.0,2.0,91.0,61.0,44.0,15.0,13.0,7.0,8.0,1.0,2.0,86.0,55.0,31.0,10.0,12.0,6.0,12.0,62.0,827.0,69.0,730.0
2018-580,Australian Open,20180115,Hard,100644,105341,6-1 7-6(5) 7-5,5,R128,142.0,17.0,5.0,115.0,76.0,54.0,20.0,16.0,12.0,14.0,5.0,6.0,103.0,51.0,35.0,21.0,15.0,5.0,10.0,4.0,4610.0,73.0,701.0
2018-580,Australian Open,20180115,Hard,105676,104897,6-7(3) 6-3 6-2 6-4,5,R128,153.0,13.0,7.0,121.0,75.0,55.0,26.0,20.0,4.0,7.0,6.0,4.0,111.0,66.0,47.0,19.0,19.0,5.0,12.0,7.0,3775.0,182.0,280.0
2018-580,Australian Open,20180115,Hard,103898,106121,6-7(6) 7-6(0) 6-4 6-1,5,R128,207.0,8.0,5.0,132.0,90.0,68.0,17.0,20.0,5.0,9.0,14.0,2.0,160.0,104.0,59.0,29.0,21.0,10.0,18.0,59.0,855.0,96.0,585.0
2018-580,Australian Open,20180115,Hard,105539,104252,6-4 6-4 6-4,5,R128,116.0,10.0,2.0,87.0,63.0,45.0,13.0,15.0,4.0,6.0,7.0,4.0,116.0,63.0,42.0,24.0,15.0,14.0,19.0,72.0,710.0,68.0,733.0
2018-580,Australian Open,20180115,Hard,104926,104547,6-4 6-4 7-5,5,R128,122.0,16.0,3.0,90.0,60.0,42.0,19.0,16.0,4.0,7.0,4.0,3.0,108.0,74.0,41.0,18.0,16.0,8.0,14.0,25.0,1715.0,66.0,768.0
2018-580,Australian Open,20180115,Hard,104607,200282,6-3 3-6 6-0 6-1,5,R128,125.0,5.0,4.0,87.0,56.0,47.0,14.0,16.0,1.0,3.0,4.0,4.0,102.0,75.0,43.0,9.0,15.0,8.0,15.0,20.0,2050.0,127.0,453.0
2018-580,Australian Open,20180115,Hard,104198,105332,6-0 6-7(4) 6-1 6-4,5,R128,148.0,4.0,2.0,110.0,69.0,50.0,27.0,17.0,2.0,2.0,12.0,10.0,140.0,75.0,48.0,26.0,18.0,10.0,17.0,71.0,720.0,42.0,1190.0
2018-580,Australian Open,20180115,Hard,111575,105166,7-6(3) 7-6(2) 6-4,5,R128,147.0,21.0,2.0,112.0,75.0,58.0,21.0,17.0,9.0,11.0,8.0,3.0,116.0,68.0,47.0,23.0,17.0,4.0,7.0,47.0,1030.0,139.0,401.0
2018-580,Australian Open,20180115,Hard,105223,126207,6-3 6-4 6-3,5,R128,134.0,14.0,1.0,86.0,61.0,51.0,10.0,14.0,4.0,4.0,9.0,2.0,91.0,46.0,32.0,21.0,14.0,3.0,7.0,10.0,2725.0,81.0,656.0
2018-580,Australian Open,20180115,Hard,105023,103852,6-3 6-4 6-2,5,R128,91.0,28.0,4.0,78.0,46.0,39.0,21.0,14.0,0.0,0.0,13.0,2.0,89.0,65.0,40.0,12.0,13.0,9.0,13.0,13.0,2535.0,38.0,1295.0
2018-580,Australian Open,20180115,Hard,105916,105430,6-2 6-3 4-6 7-5,5,R128,196.0,6.0,6.0,122.0,63.0,48.0,26.0,19.0,11.0,16.0,0.0,5.0,145.0,102.0,56.0,17.0,20.0,12.0,21.0,80.0,674.0,87.0,618.0
2018-580,Australian Open,20180115,Hard,106044,111442,6-3 6-1 4-6 3-6 6-3,5,R128,222.0,6.0,4.0,158.0,104.0,65.0,31.0,22.0,14.0,19.0,12.0,5.0,147.0,91.0,57.0,25.0,22.0,11.0,19.0,93.0,590.0,99.0,564.0
2018-580,Australian Open,20180115,Hard,105041,105683,6-7(5) 7-5 6-4 7-6(4),5,R128,202.0,19.0,7.0,151.0,91.0,73.0,32.0,23.0,4.0,5.0,36.0,6.0,156.0,91.0,77.0,29.0,23.0,6.0,9.0,86.0,621.0,23.0,1750.0
2018-580,Australian Open,20180115,Hard,104755,104882,6-1 6-4 7-5,5,R128,125.0,10.0,1.0,85.0,55.0,40.0,17.0,15.0,2.0,5.0,0.0,4.0,90.0,41.0,25.0,22.0,14.0,5.0,12.0,31.0,1375.0,106.0,540.0
2018-580,Australian Open,20180115,Hard,132283,104898,6-3 7-5 6-7(6) 7-5,5,R128,183.0,13.0,4.0,147.0,89.0,68.0,33.0,23.0,3.0,5.0,8.0,3.0,136.0,88.0,63.0,25.0,22.0,7.0,12.0,219.0,243.0,43.0,1175.0
2018-580,Australian Open,20180115,Hard,105526,126952,6-1 6-2 6-4,5,R128,77.0,19.0,3.0,70.0,39.0,34.0,18.0,13.0,2.0,3.0,9.0,8.0,71.0,29.0,17.0,20.0,12.0,2.0,8.0,55.0,870.0,174.0,301.0
2018-580,Australian Open,20180115,Hard,103819,105379,6-3 6-4 6-3,5,R128,99.0,12.0,3.0,81.0,58.0,45.0,14.0,14.0,2.0,2.0,2.0,5.0,90.0,50.0,35.0,18.0,14.0,9.0,13.0,2.0,9605.0,51.0,968.0
2018-580,Australian Open,20180115,Hard,104745,104919,6-3 6-4 7-6(4),5,R64,158.0,4.0,1.0,94.0,69.0,55.0,15.0,16.0,4.0,5.0,15.0,6.0,109.0,71.0,49.0,17.0,15.0,9.0,12.0,1.0,10600.0,52.0,929.0
2018-580,Australian Open,20180115,Hard,106000,105357,7-5 3-6 6-4 6-1,5,R64,159.0,7.0,5.0,117.0,65.0,45.0,28.0,19.0,4.0,8.0,13.0,3.0,121.0,81.0,51.0,19.0,19.0,8.0,15.0,30.0,1391.0,122.0,476.0
